FORMULARY_ID,FORMULARY_VERSION,CONTRACT_YEAR,RXCUI,NDC,TIER_LEVEL_VALUE,QUANTITY_LIMIT_YN,QUANTITY_LIMIT_AMOUNT,QUANTITY_LIMIT_DAYS,PRIOR_AUTHORIZATION_YN,STEP_THERAPY_YN,SELECTED_DRUG_YN
00026248,13,2026,1551300,00002143380,3,Y,2,28,Y,N,N
00026248,13,2026,1551306,00002143480,3,Y,2,28,Y,N,N
00026248,13,2026,2058877,00002143611,3,Y,2,30,Y,N,N
00026248,13,2026,2601758,00002145780,3,Y,2,28,Y,N,N
00026248,13,2026,2601776,00002146080,3,Y,2,28,Y,N,N
00026248,13,2026,2601770,00002147180,3,Y,2,28,Y,N,N
00026248,13,2026,2601785,00002148480,3,Y,2,28,Y,N,N
00026248,13,2026,2601746,00002149580,3,Y,2,28,Y,N,N
00026248,13,2026,2601764,00002150680,3,Y,2,28,Y,N,N
00026248,13,2026,2725923,00002171756,5,Y,60,30,Y,N,N
00026248,13,2026,2395779,00002223680,3,Y,2,28,Y,N,N
00026248,13,2026,2058887,00002237711,3,Y,2,30,Y,N,N
00026248,13,2026,2170613,00002311509,3,Y,3,30,Y,N,N
00026248,13,2026,2395785,00002318280,3,Y,2,28,Y,N,N
00026248,13,2026,1946836,00002448354,5,Y,60,30,Y,N,N
00026248,13,2026,1946840,00002481554,5,Y,60,30,Y,N,N
00026248,13,2026,1946844,00002533754,5,Y,60,30,Y,N,N
00026248,13,2026,2679814,00002534060,5,Y,90,30,Y,N,N
00026248,13,2026,2679812,00002556260,5,Y,60,30,Y,N,N
00026248,13,2026,2679816,00002608260,5,Y,60,30,Y,N,N
00026248,13,2026,2679808,00002612060,5,Y,60,30,Y,N,N
00026248,13,2026,1946848,00002621654,5,Y,60,30,Y,N,N
00026248,13,2026,2629353,00002690230,5,Y,30,30,Y,N,N
00026248,13,2026,2629349,00002702660,5,Y,60,30,Y,N,N
00026248,13,2026,865098,00002751001,3,Y,60,30,N,N,N
00026248,13,2026,752388,00002751101,3,Y,60,30,N,N,N
00026248,13,2026,1652646,00002751659,3,Y,60,30,N,N,N
00026248,13,2026,1652242,00002771227,3,Y,60,30,N,N,N
00026248,13,2026,1926332,00002771459,3,Y,60,30,N,N,N
00026248,13,2026,2380236,00002772801,3,Y,60,30,N,N,N
00026248,13,2026,2380260,00002820705,3,Y,60,30,N,N,N
00026248,13,2026,311036,00002821501,3,Y,60,30,N,N,N
00026248,13,2026,2380256,00002822827,3,Y,60,30,N,N,N
00026248,13,2026,311026,00002831501,3,Y,60,30,N,N,N
00026248,13,2026,351859,00002850101,3,N, , ,Y,N,N
00026248,13,2026,106892,00002871501,3,Y,60,30,N,N,N
00026248,13,2026,847254,00002879759,3,Y,60,30,N,N,N
00026248,13,2026,847213,00002879859,3,Y,60,30,N,N,N
00026248,13,2026,1652640,00002879959,3,Y,60,30,N,N,N
00026248,13,2026,847189,00002880359,3,Y,60,30,N,N,N
00026248,13,2026,847199,00002880559,3,Y,60,30,N,N,N
00026248,13,2026,1731317,00002882427,3,Y,60,30,N,N,N
00026248,13,2026,2694850,00003005060,5,Y,60,30,Y,N,N
00026248,13,2026,2694855,00003012560,5,Y,60,30,Y,N,N
00026248,13,2026,1364441,00003089321,3,Y,60,30,N,N,Y
00026248,13,2026,1364447,00003089421,3,Y,74,30,N,N,Y
00026248,13,2026,2694991,00003110060,5,Y,60,30,Y,N,N
00026248,13,2026,607579,00003161412,4,N, , ,N,N,N
00026248,13,2026,1598989,00003363810,5,Y,240,30,N,N,N
00026248,13,2026,1601660,00003364111,5,Y,30,30,N,N,N
00026248,13,2026,1992428,00003376474,3,Y,74,30,N,N,Y
00026248,13,2026,2670655,00003404060,5,Y,180,30,Y,N,N
00026248,13,2026,2696878,00003416060,5,Y,60,30,Y,N,N
00026248,13,2026,2694993,00003520056,5,Y,56,28,Y,N,N
00026248,13,2026,1593140,00005010005,1,N, , ,N,N,N
00026248,13,2026,1243848,00006007861,3,Y,30,30,N,N,N
00026248,13,2026,1243843,00006008061,3,Y,60,30,N,N,N
00026248,13,2026,1243833,00006008131,3,Y,30,30,N,N,N
00026248,13,2026,665044,00006011231,3,Y,30,30,N,N,Y
00026248,13,2026,665040,00006022131,3,Y,30,30,N,N,Y
00026248,13,2026,744846,00006022761,5,Y,60,30,N,N,N
00026248,13,2026,665036,00006027731,3,Y,30,30,N,N,Y
00026248,13,2026,1235595,00006047361,4,Y,180,30,N,N,N
00026248,13,2026,1235591,00006047761,4,Y,180,30,N,N,N
00026248,13,2026,668606,00006056840,5,Y,120,30,Y,N,N
00026248,13,2026,861821,00006057561,3,Y,60,30,N,N,N
00026248,13,2026,861771,00006057761,3,Y,60,30,N,N,N
00026248,13,2026,2055766,00006306901,5,Y,30,30,N,N,N
00026248,13,2026,1988671,00006307502,5,Y,30,30,N,N,N
00026248,13,2026,1988675,00006307602,5,Y,30,30,N,N,N
00026248,13,2026,1924315,00006308001,5,Y,60,30,N,N,N
00026248,13,2026,1486841,00006360361,5,Y,60,30,N,N,N
00026248,13,2026,798300,00006404741,1,N, , ,N,N,N
00026248,13,2026,830253,00006409302,1,N, , ,Y,N,N
00026248,13,2026,830245,00006409402,1,N, , ,Y,N,N
00026248,13,2026,836636,00006409502,1,N, , ,N,N,N
00026248,13,2026,836634,00006409602,1,N, , ,N,N,N
00026248,13,2026,1597099,00006411903,1,N, , ,N,N,N
00026248,13,2026,1597103,00006412102,1,N, , ,N,N,N
00026248,13,2026,1292443,00006417100,1,N, , ,N,N,N
00026248,13,2026,804186,00006468100,1,N, , ,N,N,N
00026248,13,2026,1292459,00006482700,1,N, , ,N,N,N
00026248,13,2026,1658106,00006483141,1,N, , ,N,N,N
00026248,13,2026,1658102,00006484141,1,N, , ,N,N,N
00026248,13,2026,798451,00006489700,1,N, , ,N,N,N
00026248,13,2026,1658155,00006498101,1,N, , ,Y,N,N
00026248,13,2026,830263,00006499200,1,N, , ,Y,N,N
00026248,13,2026,1658150,00006499541,1,N, , ,Y,N,N
00026248,13,2026,2055815,00006500701,5,Y,30,30,N,N,N
00026248,13,2026,2475856,00006502802,3,Y,30,30,N,N,N
00026248,13,2026,2475860,00006502902,3,Y,30,30,N,N,N
00026248,13,2026,2475852,00006503001,3,Y,30,30,N,N,N
00026248,13,2026,2678949,00006508701,5,Y,1,21,Y,N,N
00026248,13,2026,2678951,00006508801,5,Y,1,21,Y,N,N
00026248,13,2026,2678943,00006509001,5,Y,1,21,Y,N,N
00026248,13,2026,2678947,00006509101,5,Y,1,21,Y,N,N
00026248,13,2026,2567237,00006533101,5,Y,90,30,Y,N,N
00026248,13,2026,1441740,00008112312,4,N, , ,N,N,N
00026248,13,2026,1000158,00009470913,3,N, , ,N,N,N
00026248,13,2026,1797888,00009540101,4,N, , ,N,N,N
00026248,13,2026,404457,00009716601,5,N, , ,Y,N,N
00026248,13,2026,404458,00009716801,5,N, , ,Y,N,N
00026248,13,2026,404459,00009718801,5,N, , ,Y,N,N
00026248,13,2026,1549456,00009719901,5,N, , ,Y,N,N
00026248,13,2026,1549454,00009720001,5,N, , ,Y,N,N
00026248,13,2026,1009341,00023320503,3,Y,15,75,N,N,N
00026248,13,2026,1605257,00023585801,3,N, , ,N,N,N
00026248,13,2026,2572293,00023916360,3,Y,60,30,N,N,N
00026248,13,2026,904170,00024159601,4,N, , ,N,N,N
00026248,13,2026,1604544,00024586903,3,Y,60,30,N,N,N
00026248,13,2026,2002420,00024587102,3,Y,60,30,N,N,N
00026248,13,2026,1876406,00024591401,5,Y,8,28,Y,N,N
00026248,13,2026,2375329,00024591502,5,Y,8,28,Y,N,N
00026248,13,2026,2099302,00024591801,5,Y,3.42,28,Y,N,N
00026248,13,2026,2559707,00024591902,5,Y,3.42,28,Y,N,N
00026248,13,2026,1797880,00025016608,5,N, , ,N,N,N
00026248,13,2026,863836,00032004670,3,N, , ,N,N,N
00026248,13,2026,863841,00032004770,3,N, , ,N,N,N
00026248,13,2026,1113046,00032120370,3,N, , ,N,N,N
00026248,13,2026,863829,00032122401,3,N, , ,N,N,N
00026248,13,2026,1373327,00032301613,3,N, , ,N,N,N
00026248,13,2026,688242,00046087221,3,N, , ,N,N,N
00026248,13,2026,1653579,00052060302,1,N, , ,N,N,N
00026248,13,2026,198148,00054001925,2,N, , ,N,N,N
00026248,13,2026,393245,00054005746,4,Y,150,30,N,N,N
00026248,13,2026,885857,00054007928,4,N, , ,N,N,N
00026248,13,2026,860901,00054013749,4,N, , ,N,N,N
00026248,13,2026,199149,00054014125,3,Y,180,30,N,N,N
00026248,13,2026,199150,00054014225,3,Y,90,30,N,N,N
00026248,13,2026,351264,00054017613,3,Y,480,30,N,N,N
00026248,13,2026,351265,00054017713,3,Y,120,30,N,N,N
00026248,13,2026,351266,00054018813,2,Y,480,30,N,N,N
00026248,13,2026,351267,00054018913,2,Y,120,30,N,N,N
00026248,13,2026,310792,00054025422,2,Y,30,30,N,N,N
00026248,13,2026,310793,00054025522,2,Y,30,30,N,N,N
00026248,13,2026,896228,00054032856,3,Y,60,30,N,N,N
00026248,13,2026,897657,00054038663,4,Y,1440,30,N,N,N
00026248,13,2026,1874559,00054040013,4,Y,30,30,N,N,N
00026248,13,2026,824295,00054042523,4,N, , ,N,N,N
00026248,13,2026,824301,00054042623,5,N, , ,N,N,N
00026248,13,2026,665019,00054044949,5,N, , ,Y,N,N
00026248,13,2026,977427,00054047021,4,N, , ,Y,N,N
00026248,13,2026,977434,00054047121,4,N, , ,Y,N,N
00026248,13,2026,977438,00054047221,5,N, , ,Y,N,N
00026248,13,2026,1092357,00054052863,4,N, , ,N,N,N
00026248,13,2026,2056895,00054060421,5,N, , ,Y,N,N
00026248,13,2026,1536484,00054087949,5,N, , ,N,N,N
00026248,13,2026,197893,00054253125,2,N, , ,N,N,N
00026248,13,2026,313932,00054312041,4,N, , ,N,N,N
00026248,13,2026,309686,00054317763,4,N, , ,N,N,N
00026248,13,2026,309844,00054318544,4,Y,240,30,Y,N,N
00026248,13,2026,309843,00054318863,4,Y,1200,30,Y,N,N
00026248,13,2026,197730,00054329446,2,N, , ,N,N,N
00026248,13,2026,197731,00054329863,2,N, , ,N,N,N
00026248,13,2026,1010739,00054350049,3,N, , ,N,N,N
00026248,13,2026,311376,00054353244,2,Y,150,30,Y,N,N
00026248,13,2026,315187,00054372250,4,N, , ,N,N,N
00026248,13,2026,856724,00054372763,3,N, , ,N,N,N
00026248,13,2026,856733,00054373063,3,N, , ,N,N,N
00026248,13,2026,197577,00054417925,4,N, , ,N,N,N
00026248,13,2026,343033,00054418025,4,N, , ,N,N,N
00026248,13,2026,197579,00054418125,4,N, , ,N,N,N
00026248,13,2026,197581,00054418325,4,N, , ,N,N,N
00026248,13,2026,197582,00054418425,4,N, , ,N,N,N
00026248,13,2026,197583,00054418625,4,N, , ,N,N,N
00026248,13,2026,197863,00054449613,3,N, , ,N,N,N
00026248,13,2026,197860,00054449710,3,N, , ,N,N,N
00026248,13,2026,197861,00054449810,4,N, , ,N,N,N
00026248,13,2026,197862,00054449911,4,N, , ,N,N,N
00026248,13,2026,197890,00054452725,2,N, , ,N,N,N
00026248,13,2026,197931,00054458111,3,N, , ,N,N,N
00026248,13,2026,312617,00054472831,2,N, , ,N,N,N
00026248,13,2026,198144,00054474125,2,N, , ,N,N,N
00026248,13,2026,198146,00054474225,2,N, , ,N,N,N
00026248,13,2026,349482,00054962857,5,Y,540,30,Y,N,N
00026248,13,2026,1307630,00069013501,5,Y,180,30,Y,N,N
00026248,13,2026,1307635,00069013601,5,Y,30,30,Y,N,N
00026248,13,2026,1243010,00069014501,5,Y,180,30,Y,N,N
00026248,13,2026,1243014,00069015111,5,Y,120,30,Y,N,N
00026248,13,2026,1601394,00069018721,5,Y,21,28,Y,N,N
00026248,13,2026,1601386,00069018821,5,Y,21,28,Y,N,N
00026248,13,2026,1601390,00069018921,5,Y,21,28,Y,N,N
00026248,13,2026,1987734,00069019301,5,Y,30,30,Y,N,N
00026248,13,2026,2058922,00069019730,5,Y,30,30,Y,N,N
00026248,13,2026,2103175,00069022701,5,Y,90,30,Y,N,N
00026248,13,2026,2103179,00069023101,5,Y,30,30,Y,N,N
00026248,13,2026,2670174,00069025160,5,Y,120,30,Y,N,N
00026248,13,2026,2639962,00069025230,5,Y,30,30,Y,N,N
00026248,13,2026,2284108,00069028403,5,Y,21,28,Y,N,N
00026248,13,2026,2583647,00069029702,1,N, , ,N,N,N
00026248,13,2026,2105860,00069029860,5,Y,60,30,Y,N,N
00026248,13,2026,2099952,00069035330,5,Y,30,30,Y,N,N
00026248,13,2026,2583650,00069041102,1,N, , ,N,N,N
00026248,13,2026,2639966,00069045430,5,Y,30,30,Y,N,N
00026248,13,2026,2284104,00069048603,5,Y,21,28,Y,N,N
00026248,13,2026,2672328,00069050430,5,Y,330,30,Y,N,N
00026248,13,2026,2670178,00069050760,5,Y,120,30,Y,N,N
00026248,13,2026,2591512,00069054630,5,Y,30,30,Y,N,N
00026248,13,2026,2670566,00069060001,1,N, , ,N,N,N
00026248,13,2026,2591521,00069065530,5,Y,30,30,Y,N,N
00026248,13,2026,2284106,00069068803,5,Y,21,28,Y,N,N
00026248,13,2026,2099956,00069075730,5,Y,30,30,Y,N,N
00026248,13,2026,2672326,00069101415,5,Y,180,30,Y,N,N
00026248,13,2026,2058926,00069119830,5,Y,30,30,Y,N,N
00026248,13,2026,2047602,00069130510,4,N, , ,Y,N,N
00026248,13,2026,2047608,00069130610,4,N, , ,Y,N,N
00026248,13,2026,2047614,00069130710,4,N, , ,Y,N,N
00026248,13,2026,2047596,00069130810,4,N, , ,Y,N,N
00026248,13,2026,2047623,00069130904,4,N, , ,Y,N,N
00026248,13,2026,2463737,00069131110,4,N, , ,Y,N,N
00026248,13,2026,2463733,00069131810,4,N, , ,Y,N,N
00026248,13,2026,2670170,00069150060,5,Y,180,30,Y,N,N
00026248,13,2026,2105856,00069153130,5,Y,30,30,Y,N,N
00026248,13,2026,2058932,00069229930,5,Y,30,30,Y,N,N
00026248,13,2026,2642148,00069246519,1,Y,1,999,N,N,N
00026248,13,2026,2587899,00069504530,2,Y,30,30,N,N,N
00026248,13,2026,2599543,00069543420,2,Y,20,30,N,N,N
00026248,13,2026,2704987,00069545011,2,Y,11,30,N,N,N
00026248,13,2026,1148506,00069814020,5,Y,120,30,Y,N,N
00026248,13,2026,1148502,00069814120,5,Y,120,30,Y,N,N
00026248,13,2026,1747577,00074056114,4,Y,60,30,Y,N,N
00026248,13,2026,1747579,00074056607,5,Y,30,30,Y,N,N
00026248,13,2026,1747567,00074057622,5,Y,180,30,Y,N,N
00026248,13,2026,1747580,00074057928,5,Y,42,28,Y,N,N
00026248,13,2026,2596960,00074104328,5,Y,84,180,Y,N,N
00026248,13,2026,2540699,00074105001,5,Y,6,365,Y,N,N
00026248,13,2026,2613759,00074106501,5,Y,8.4,365,Y,N,N
00026248,13,2026,2604628,00074107001,5,Y,16.8,365,Y,N,N
00026248,13,2026,2540695,00074210001,5,Y,6,365,Y,N,N
00026248,13,2026,2639743,00074210803,5,Y,1,28,Y,N,N
00026248,13,2026,2196900,00074230630,5,Y,30,30,Y,N,N
00026248,13,2026,2590054,00074231030,5,Y,30,30,Y,N,N
00026248,13,2026,2681019,00074232001,5,Y,360,30,Y,N,N
00026248,13,2026,2557910,00074260028,5,N, , ,Y,N,N
00026248,13,2026,1940709,00074262528,5,N, , ,Y,N,N
00026248,13,2026,835896,00074310832,4,N, , ,Y,N,N
00026248,13,2026,835835,00074310932,4,N, , ,Y,N,N
00026248,13,2026,1926069,00074339930,4,Y,360,30,N,N,N
00026248,13,2026,2639669,00074357501,5,Y,1,168,Y,N,N
00026248,13,2026,1115459,00074364103,5,Y,1,28,Y,N,N
00026248,13,2026,1115464,00074364203,5,Y,1,28,Y,N,N
00026248,13,2026,966271,00074372790,4,N, , ,N,N,N
00026248,13,2026,2639750,00074377903,5,Y,1,84,Y,N,N
00026248,13,2026,847749,00074395646,5,Y,480,30,N,N,N
00026248,13,2026,966158,00074434190,4,N, , ,N,N,N
00026248,13,2026,966247,00074455290,4,N, , ,N,N,N
00026248,13,2026,966171,00074518290,4,N, , ,N,N,N
00026248,13,2026,966282,00074659490,4,N, , ,N,N,N
00026248,13,2026,966250,00074662490,4,N, , ,N,N,N
00026248,13,2026,966191,00074706890,4,N, , ,N,N,N
00026248,13,2026,966201,00074706990,4,N, , ,N,N,N
00026248,13,2026,966205,00074707090,4,N, , ,N,N,N
00026248,13,2026,966251,00074714890,4,N, , ,N,N,N
00026248,13,2026,966218,00074714990,4,N, , ,N,N,N
00026248,13,2026,966185,00074929690,4,N, , ,N,N,N
00026248,13,2026,847734,00078056845,4,N, , ,N,N,N
00026248,13,2026,1653243,00078063941,5,Y,8,28,Y,N,N
00026248,13,2026,1599797,00078063998,5,Y,8,28,Y,N,N
00026248,13,2026,1425230,00078068166,5,Y,120,30,Y,N,N
00026248,13,2026,1425228,00078068266,5,Y,120,30,Y,N,N
00026248,13,2026,2121061,00078069484,5,Y,90,30,Y,N,N
00026248,13,2026,1919094,00078069899,5,Y,240,30,Y,N,N
00026248,13,2026,2169314,00078070184,5,Y,30,30,Y,N,N
00026248,13,2026,2169322,00078070802,5,Y,60,30,Y,N,N
00026248,13,2026,2362240,00078070956,5,Y,120,30,Y,N,N
00026248,13,2026,2169320,00078071502,5,Y,60,30,Y,N,N
00026248,13,2026,2362244,00078071656,5,Y,120,30,Y,N,N
00026248,13,2026,1873991,00078086001,5,Y,21,28,Y,N,N
00026248,13,2026,1873993,00078086742,5,Y,42,28,Y,N,N
00026248,13,2026,1873995,00078087463,5,Y,63,28,Y,N,N
00026248,13,2026,1801840,00078091112,3,Y,60,30,Y,N,N
00026248,13,2026,1923056,00078091661,5,Y,70,28,Y,N,N
00026248,13,2026,1923058,00078092361,5,Y,91,28,Y,N,N
00026248,13,2026,2390954,00078100768,5,Y,1.6,28,Y,N,N
00026248,13,2026,2550713,00078105697,5,Y,2,28,Y,N,N
00026248,13,2026,2637348,00078107068,5,Y,8,28,Y,N,N
00026248,13,2026,2584326,00078109120,5,Y,60,30,Y,N,N
00026248,13,2026,2584330,00078109820,5,Y,240,30,Y,N,N
00026248,13,2026,1425110,00078110515,5,Y,90,30,Y,N,N
00026248,13,2026,1425118,00078111215,5,Y,30,30,Y,N,N
00026248,13,2026,2632556,00078115421,5,Y,840,28,Y,N,N
00026248,13,2026,2632564,00078116147,5,Y,1170,28,Y,N,N
00026248,13,2026,2680280,00078119620,5,Y,120,30,Y,N,N
00026248,13,2026,2679802,00078123120,3,Y,240,30,N,N,Y
00026248,13,2026,2679797,00078123820,3,Y,240,30,N,N,Y
00026248,13,2026,261101,00088210224,4,N, , ,N,N,N
00026248,13,2026,847232,00088221905,3,Y,60,30,N,N,N
00026248,13,2026,285018,00088222033,3,Y,60,30,N,N,N
00026248,13,2026,866094,00093005301,2,N, , ,N,N,N
00026248,13,2026,866083,00093005401,2,N, , ,N,N,N
00026248,13,2026,978006,00093031101,3,N, , ,N,N,N
00026248,13,2026,833217,00093031801,2,N, , ,N,N,N
00026248,13,2026,831103,00093031901,2,N, , ,N,N,N
00026248,13,2026,831102,00093032001,2,N, , ,N,N,N
00026248,13,2026,831054,00093032101,2,N, , ,N,N,N
00026248,13,2026,198046,00093081201,3,N, , ,N,N,N
00026248,13,2026,197905,00093092810,1,Y,60,30,N,N,N
00026248,13,2026,855942,00093094801,4,Y,120,30,N,N,N
00026248,13,2026,866018,00093100301,2,N, , ,N,N,N
00026248,13,2026,106346,00093101042,2,Y,30,30,N,N,N
00026248,13,2026,1098649,00093102406,4,N, , ,N,N,N
00026248,13,2026,1098670,00093102506,4,N, , ,N,N,N
00026248,13,2026,1098674,00093102606,4,N, , ,N,N,N
00026248,13,2026,866042,00093117701,2,N, , ,N,N,N
00026248,13,2026,855288,00093171201,1,N, , ,N,N,N
00026248,13,2026,855302,00093171301,1,N, , ,N,N,N
00026248,13,2026,855312,00093171401,1,N, , ,N,N,N
00026248,13,2026,855318,00093171501,1,N, , ,N,N,N
00026248,13,2026,855324,00093171601,1,N, , ,N,N,N
00026248,13,2026,855338,00093171801,1,N, , ,N,N,N
00026248,13,2026,855296,00093172001,1,N, , ,N,N,N
00026248,13,2026,855332,00093172101,1,N, , ,N,N,N
00026248,13,2026,855344,00093172301,1,N, , ,N,N,N
00026248,13,2026,242461,00093206406,2,N, , ,N,N,N
00026248,13,2026,242462,00093206506,2,N, , ,N,N,N
00026248,13,2026,856467,00093214062,4,N, , ,N,N,N
00026248,13,2026,311666,00093220305,2,N, , ,N,N,N
00026248,13,2026,311668,00093220401,2,N, , ,N,N,N
00026248,13,2026,308177,00093226701,2,N, , ,N,N,N
00026248,13,2026,598025,00093226801,2,N, , ,N,N,N
00026248,13,2026,1148141,00093306693,5,Y,18,30,Y,N,N
00026248,13,2026,197595,00093312301,3,N, , ,N,N,N
00026248,13,2026,197596,00093312501,3,N, , ,N,N,N
00026248,13,2026,309114,00093314705,2,N, , ,N,N,N
00026248,13,2026,884707,00093322308,4,N, , ,N,N,N
00026248,13,2026,198232,00093323401,3,N, , ,N,N,N
00026248,13,2026,753543,00093330416,4,N, , ,N,N,N
00026248,13,2026,349591,00093354256,4,Y,60,30,N,N,N
00026248,13,2026,349593,00093354456,4,Y,60,30,N,N,N
00026248,13,2026,1918209,00093360782,3,Y,1,30,N,N,N
00026248,13,2026,1918194,00093360882,3,Y,1,30,N,N,N
00026248,13,2026,1918203,00093360982,3,Y,1,30,N,N,N
00026248,13,2026,834046,00093412573,2,N, , ,N,N,N
00026248,13,2026,834040,00093412773,2,N, , ,N,N,N
00026248,13,2026,866090,00093520006,2,N, , ,N,N,N
00026248,13,2026,643066,00093523456,4,Y,30,30,N,N,N
00026248,13,2026,1652084,00093532862,4,N, , ,N,N,N
00026248,13,2026,1006801,00093537601,4,Y,180,30,Y,N,N
00026248,13,2026,996921,00093537701,4,Y,120,30,Y,N,N
00026248,13,2026,721773,00093541601,4,Y,90,30,Y,N,N
00026248,13,2026,476179,00093541701,4,Y,270,30,Y,N,N
00026248,13,2026,476177,00093541901,4,Y,270,30,Y,N,N
00026248,13,2026,199703,00093542088,3,N, , ,N,N,N
00026248,13,2026,1359129,00093545528,4,N, , ,N,N,N
00026248,13,2026,727316,00093598527,3,N, , ,N,N,N
00026248,13,2026,1870207,00093598627,3,N, , ,N,N,N
00026248,13,2026,349094,00093681573,4,N, , ,Y,N,N
00026248,13,2026,351109,00093681673,4,N, , ,Y,N,N
00026248,13,2026,1098666,00093711306,4,N, , ,N,N,N
00026248,13,2026,1098678,00093717801,4,N, , ,N,N,N
00026248,13,2026,317573,00093727156,1,Y,90,30,N,N,N
00026248,13,2026,312440,00093727256,2,Y,30,30,N,N,N
00026248,13,2026,312441,00093727356,2,Y,30,30,N,N,N
00026248,13,2026,403878,00093762998,4,Y,90,30,Y,N,N
00026248,13,2026,403879,00093763056,5,Y,60,30,Y,N,N
00026248,13,2026,603203,00093766356,5,Y,30,30,Y,N,N
00026248,13,2026,603206,00093766456,5,Y,30,30,Y,N,N
00026248,13,2026,476556,00093770456,4,Y,30,30,N,N,N
00026248,13,2026,1299903,00093807256,4,N, , ,N,N,N
00026248,13,2026,1299909,00093807656,4,N, , ,N,N,N
00026248,13,2026,197737,00093834201,2,Y,480,30,N,N,N
00026248,13,2026,310534,00093834301,2,Y,240,30,N,N,N
00026248,13,2026,835925,00093901965,4,N, , ,Y,N,N
00026248,13,2026,241834,00093902065,4,N, , ,Y,N,N
00026248,13,2026,313582,00093914701,3,Y,90,30,N,N,N
00026248,13,2026,313584,00093914801,3,Y,90,30,N,N,N
00026248,13,2026,314277,00093914901,3,Y,90,30,N,N,N
00026248,13,2026,313586,00093915701,3,Y,90,30,N,N,N
00026248,13,2026,313580,00093916301,3,Y,90,30,N,N,N
00026248,13,2026,197443,00093970101,2,N, , ,N,N,N
00026248,13,2026,197444,00093970201,2,N, , ,N,N,N
00026248,13,2026,311995,00115164301,3,N, , ,N,N,N
00026248,13,2026,856556,00115169301,2,N, , ,N,N,N
00026248,13,2026,1870230,00115169449,3,N, , ,N,N,N
00026248,13,2026,1870225,00115169549,3,N, , ,N,N,N
00026248,13,2026,242831,00115172401,4,N, , ,N,N,N
00026248,13,2026,239239,00115172501,4,N, , ,N,N,N
00026248,13,2026,903857,00115351101,3,N, , ,N,N,N
00026248,13,2026,856656,00115441101,4,N, , ,N,N,N
00026248,13,2026,856660,00115442201,4,N, , ,N,N,N
00026248,13,2026,856652,00115443301,4,N, , ,N,N,N
00026248,13,2026,1048445,00115521116,4,N, , ,N,N,N
00026248,13,2026,313979,00115703301,2,N, , ,N,N,N
00026248,13,2026,834127,00116200116,2,N, , ,N,N,N
00026248,13,2026,141935,00121058104,4,N, , ,Y,N,N
00026248,13,2026,849385,00121064616,3,N, , ,N,N,N
00026248,13,2026,861848,00121065304,4,N, , ,Y,N,N
00026248,13,2026,859835,00121065402,4,N, , ,Y,N,N
00026248,13,2026,251322,00121067016,4,N, , ,N,N,N
00026248,13,2026,1099687,00121067585,2,N, , ,N,N,N
00026248,13,2026,312036,00121067816,4,N, , ,N,N,N
00026248,13,2026,312055,00121086816,4,N, , ,N,N,N
00026248,13,2026,391937,00121087316,2,N, , ,N,N,N
00026248,13,2026,702519,00121094216,4,N, , ,N,N,N
00026248,13,2026,834137,00126027216,2,N, , ,N,N,N
00026248,13,2026,308963,00143117101,4,N, , ,N,N,N
00026248,13,2026,317173,00143117201,4,N, , ,N,N,N
00026248,13,2026,308964,00143117301,4,N, , ,N,N,N
00026248,13,2026,991086,00143122701,4,N, , ,Y,N,N
00026248,13,2026,197604,00143124010,2,Y,30,30,N,N,N
00026248,13,2026,198089,00143145505,4,N, , ,N,N,N
00026248,13,2026,198083,00143145805,4,N, , ,N,N,N
00026248,13,2026,312357,00143149505,4,N, , ,N,N,N
00026248,13,2026,312362,00143150005,4,N, , ,N,N,N
00026248,13,2026,314055,00143176901,3,N, , ,N,N,N
00026248,13,2026,381056,00143177101,3,N, , ,N,N,N
00026248,13,2026,206842,00143177201,3,N, , ,N,N,N
00026248,13,2026,310189,00143928901,4,N, , ,N,N,N
00026248,13,2026,1655960,00143951910,3,N, , ,N,N,N
00026248,13,2026,835809,00143975001,3,N, , ,Y,N,N
00026248,13,2026,313850,00143988601,2,N, , ,N,N,N
00026248,13,2026,308189,00143988701,2,N, , ,N,N,N
00026248,13,2026,313797,00143988815,2,N, , ,N,N,N
00026248,13,2026,239191,00143988915,2,N, , ,N,N,N
00026248,13,2026,197511,00143992701,2,N, , ,N,N,N
00026248,13,2026,309309,00143992801,2,N, , ,N,N,N
00026248,13,2026,197512,00143992950,2,N, , ,N,N,N
00026248,13,2026,1665444,00143997722,4,N, , ,N,N,N
00026248,13,2026,1665449,00143997922,4,N, , ,N,N,N
00026248,13,2026,106258,00168001531,2,N, , ,N,N,N
00026248,13,2026,203105,00168002031,2,N, , ,N,N,N
00026248,13,2026,197408,00168004160,4,Y,120,30,N,N,N
00026248,13,2026,103401,00168014630,2,Y,454,30,N,N,N
00026248,13,2026,311678,00168032346,4,N, , ,N,N,N
00026248,13,2026,242736,00168038360,4,N, , ,N,N,N
00026248,13,2026,311033,00169183311,3,Y,60,30,N,N,N
00026248,13,2026,311027,00169183411,3,Y,60,30,N,N,N
00026248,13,2026,213442,00169183711,3,Y,60,30,N,N,N
00026248,13,2026,2206092,00169300315,3,Y,60,30,N,N,N
00026248,13,2026,2206099,00169300415,3,Y,60,30,N,N,N
00026248,13,2026,2049380,00169300715,3,Y,60,30,N,N,N
00026248,13,2026,1986354,00169320111,3,Y,60,30,N,N,Y
