BusinessYear,StateCode,IssuerId,SourceName,ImportDate,StandardComponentId,PlanId,BenefitName,CopayInnTier1,CopayInnTier2,CopayOutofNet,CoinsInnTier1,CoinsInnTier2,CoinsOutofNet,IsEHB,IsCovered,QuantLimitOnSvc,LimitQty,LimitUnit,Exclusions,Explanation,EHBVarReason,IsExclFromInnMOOP,IsExclFromOonMOOP
2026,AK,38344,HIOS,2026-04-14,38344AK1060002,38344AK1060002-03,Dialysis,Not Applicable,"",Not Applicable,30.00% Coinsurance after deductible,"",60.00% Coinsurance after deductible,Yes,Covered,"","","","","","",No,No
2026,AK,38344,HIOS,2026-04-14,38344AK1060002,38344AK1060002-03,Durable Medical Equipment,Not Applicable,"",Not Applicable,30.00% Coinsurance after deductible,"",60.00% Coinsurance after deductible,Yes,Covered,No,"","","","","",No,No
2026,AK,38344,HIOS,2026-04-14,38344AK1060002,38344AK1060002-03,Emergency Room Services,Not Applicable,"",Not Applicable,30.00% Coinsurance after deductible,"",30.00% Coinsurance after deductible,Yes,Covered,No,"","","","","",No,Yes
2026,AK,38344,HIOS,2026-04-14,38344AK1060002,38344AK1060002-03,Emergency Transportation/Ambulance,Not Applicable,"",Not Applicable,30.00% Coinsurance after deductible,"",30.00% Coinsurance after deductible,Yes,Covered,No,"","","","Air and Ground transportation benefit is limited to medical emergency. Ambulance services is separate benefit, covers both medical emergency transport and non-emergent transport.","",No,Yes
2026,AK,38344,HIOS,2026-04-14,38344AK1060002,38344AK1060002-03,Eye Glasses for Children,No Charge,"",No Charge,No Charge,"",No Charge,Yes,Covered,Yes,1.0,Item(s) per Year,"",Under age 19; 1 pair of frames and lenses PCY includes polycarbonate lenses and scratch resistent coating; 12 month supply of contacts in lieu of glasses; Over age 19 Not covered,Substantially Equal,No,Yes
2026,AK,38344,HIOS,2026-04-14,38344AK1060002,38344AK1060002-03,Generic Drugs,$25.00,"",$25.00,Not Applicable,"",Not Applicable,Yes,Covered,Yes,90.0,Item(s) per Month,"",Up to 90 day supply Retail (copay times 3); 90 day supply for Mail order. This tier contains only Preferred Generic Drugs,Substantially Equal,No,No
2026,AK,38344,HIOS,2026-04-14,38344AK1060002,38344AK1060002-03,Habilitation Services,$60.00 Copay after deductible,"",Not Applicable,Not Applicable,"",60.00% Coinsurance after deductible,Yes,Covered,Yes,45.0,Visit(s) per Year,"","Habilitative services is only covered in the context of autism spectrum disorders services, including ABA, counseling and treatment programs necessary to develop, maintain, or restore the functioning of an individual.","",No,No
2026,AK,38344,HIOS,2026-04-14,38344AK1060002,38344AK1060002-03,Hearing Aids,Not Applicable,"",Not Applicable,20.00%,"",20.00%,Yes,Covered,Yes,1.0,Item(s) per 3 Years,"",1 per ear every 3 years.,"",No,No
2026,AK,38344,HIOS,2026-04-14,38344AK1060002,38344AK1060002-03,Hearing Exam,$60.00,"",$60.00,Not Applicable,"",Not Applicable,"",Covered,Yes,1.0,Exam(s) per Year,"","",Additional EHB Benefit,No,Yes
2026,AK,38344,HIOS,2026-04-14,38344AK1060002,38344AK1060002-03,Home Health Care Services,Not Applicable,"",Not Applicable,30.00% Coinsurance after deductible,"",60.00% Coinsurance after deductible,Yes,Covered,Yes,130.0,Visit(s) per Year,"","130 visits per member each calendar year applies to home visits of a home health care provider or one or more: registered nurse; a licensed practical nurse; a licensed physical therapist or occupational therapist; a certified respiratory therapist; a speech therapist certified by the American Speech, Language, and Hearing Association; a home health aide directly supervised by one of the above providers; and a person with a master's degree in social work.","",No,No
2026,AK,38344,HIOS,2026-04-14,38344AK1060002,38344AK1060002-03,Hospice Services,Not Applicable,"",Not Applicable,30.00% Coinsurance after deductible,"",60.00% Coinsurance after deductible,Yes,Covered,Yes,6.0,Months per Lifetime,"","Inpatient hospice care up to a maximum of 10 days. Respite care, up to a maximum of 240 hours, to relieve anyone who lives with and cares for the terminally ill member.","",No,No
2026,AK,38344,HIOS,2026-04-14,38344AK1060002,38344AK1060002-03,"Imaging (CT/PET Scans, MRIs)",Not Applicable,"",Not Applicable,30.00% Coinsurance after deductible,"",60.00% Coinsurance after deductible,Yes,Covered,No,"","","","","",No,No
2026,AK,38344,HIOS,2026-04-14,38344AK1060002,38344AK1060002-03,Infertility Treatment,"","","","","","","",Not Covered,"","","","","","","",""
2026,AK,38344,HIOS,2026-04-14,38344AK1060002,38344AK1060002-03,Infusion Therapy,Not Applicable,"",Not Applicable,30.00% Coinsurance after deductible,"",60.00% Coinsurance after deductible,Yes,Covered,No,"","","","","",No,No
2026,AK,38344,HIOS,2026-04-14,38344AK1060002,38344AK1060002-03,"Inpatient Hospital Services (e.g., Hospital Stay)",Not Applicable,"",Not Applicable,30.00% Coinsurance after deductible,"",60.00% Coinsurance after deductible,Yes,Covered,No,"","","","","",No,No
2026,AK,38344,HIOS,2026-04-14,38344AK1060002,38344AK1060002-03,Inpatient Physician and Surgical Services,Not Applicable,"",Not Applicable,30.00% Coinsurance after deductible,"",60.00% Coinsurance after deductible,Yes,Covered,No,"","","","","",No,No
2026,AK,38344,HIOS,2026-04-14,38344AK1060002,38344AK1060002-03,Laboratory Outpatient and Professional Services,Not Applicable,"",Not Applicable,30.00% Coinsurance after deductible,"",60.00% Coinsurance after deductible,Yes,Covered,No,"","","","","",No,No
2026,AK,38344,HIOS,2026-04-14,38344AK1060002,38344AK1060002-03,Long-Term/Custodial Nursing Home Care,"","","","","","","",Not Covered,"","","","","","","",""
2026,AK,38344,HIOS,2026-04-14,38344AK1060002,38344AK1060002-03,Major Dental Care - Adult,"","","","","","","",Not Covered,"","","","","","","",""
2026,AK,38344,HIOS,2026-04-14,38344AK1060002,38344AK1060002-03,Major Dental Care - Child,Not Applicable,"",Not Applicable,50.00% Coinsurance after deductible,"",50.00% Coinsurance after deductible,Yes,Covered,Yes,1.0,Procedure(s) per 3 Years,"","",Substantially Equal,No,No
2026,AK,38344,HIOS,2026-04-14,38344AK1060002,38344AK1060002-03,Massage Therapy,$60.00 Copay after deductible,"",Not Applicable,Not Applicable,"",60.00% Coinsurance after deductible,"",Covered,Yes,20.0,Visit(s) per Year,"","",Additional EHB Benefit,No,No
2026,AK,38344,HIOS,2026-04-14,38344AK1060002,38344AK1060002-03,Mental/Behavioral Health Inpatient Services,Not Applicable,"",Not Applicable,30.00% Coinsurance after deductible,"",60.00% Coinsurance after deductible,Yes,Covered,No,"","","","","",No,No
2026,AK,38344,HIOS,2026-04-14,38344AK1060002,38344AK1060002-03,Mental/Behavioral Health Outpatient Services,$60.00,"",Not Applicable,Not Applicable,"",60.00% Coinsurance after deductible,Yes,Covered,No,"","","","The cost sharing that displays applies to outpatient office visits only. All other outpatient services (Outpatient Facility Fee, Laboratory Outpatient and Professional Services, etc.) may be subject to additional cost sharing. Please refer to the plan policy documents for detailed information.","",No,No
2026,AK,38344,HIOS,2026-04-14,38344AK1060002,38344AK1060002-03,Non-Preferred Brand Drugs,Not Applicable,"",Not Applicable,50.00% Coinsurance after deductible,"",50.00% Coinsurance after deductible,Yes,Covered,Yes,90.0,Item(s) per Month,"",Up to 90 day supply Retail (copay times 3); 90 day supply for Mail order. This tier contains only non-preferred drugs.,Substantially Equal,No,No
2026,AK,38344,HIOS,2026-04-14,38344AK1060002,38344AK1060002-03,Nutritional Counseling,No Charge,"",Not Applicable,No Charge,"",60.00% Coinsurance after deductible,Yes,Covered,"","","","","","",No,No
2026,AK,38344,HIOS,2026-04-14,38344AK1060002,38344AK1060002-03,Orthodontia - Adult,"","","","","","","",Not Covered,"","","","","","","",""
2026,AK,38344,HIOS,2026-04-14,38344AK1060002,38344AK1060002-03,Orthodontia - Child,Not Applicable,"",Not Applicable,50.00% Coinsurance after deductible,"",50.00% Coinsurance after deductible,Yes,Covered,No,"","","",Unlimited if Medically Necessary Only,"",No,No
2026,AK,38344,HIOS,2026-04-14,38344AK1060002,38344AK1060002-03,"Other Practitioner Office Visit (Nurse, Physician Assistant)",$25.00,"",Not Applicable,Not Applicable,"",60.00% Coinsurance after deductible,Yes,Covered,"","","","","Covered only when the provider is licensed to practice where the care is provided, is providing a service within the scope of that license, is providing  a  service or supply for which benefits are specified in this plan, and when benefits would be payable if the services were provided by a physician.","",No,No
2026,AK,38344,HIOS,2026-04-14,38344AK1060002,38344AK1060002-03,"Outpatient Facility Fee (e.g., Ambulatory Surgery Center)",Not Applicable,"",Not Applicable,30.00% Coinsurance after deductible,"",60.00% Coinsurance after deductible,Yes,Covered,"","","","","","",No,No
2026,AK,38344,HIOS,2026-04-14,38344AK1060002,38344AK1060002-03,Outpatient Rehabilitation Services,$60.00 Copay after deductible,"",Not Applicable,Not Applicable,"",60.00% Coinsurance after deductible,Yes,Covered,Yes,45.0,Visit(s) per Year,"","A ""visit"" is a session of treatment for each type of therapy. Each type of therapy combined accrues toward the visit maximum. Multiple therapy sessions on the same day will be counted as 1 visit, unless provided by different health care providers.","",No,No
2026,AK,38344,HIOS,2026-04-14,38344AK1060002,38344AK1060002-03,Outpatient Surgery Physician/Surgical Services,Not Applicable,"",Not Applicable,30.00% Coinsurance after deductible,"",60.00% Coinsurance after deductible,Yes,Covered,"","","","","","",No,No
2026,AK,38344,HIOS,2026-04-14,38344AK1060002,38344AK1060002-03,Preferred Brand Drugs,$60.00,"",$60.00,Not Applicable,"",Not Applicable,Yes,Covered,Yes,90.0,Item(s) per Month,"",Up to 90 day supply Retail (copay times 3); 90 day supply for Mail order.,Substantially Equal,No,No
2026,AK,38344,HIOS,2026-04-14,38344AK1060002,38344AK1060002-03,Premera-Designated Centers of Excellence Program,Not Applicable,"",Not Applicable,No Charge,"",60.00% Coinsurance after deductible,"",Covered,"","","","","",Additional EHB Benefit,Yes,Yes
2026,AK,38344,HIOS,2026-04-14,38344AK1060002,38344AK1060002-03,Prenatal and Postnatal Care,Not Applicable,"",Not Applicable,30.00% Coinsurance after deductible,"",60.00% Coinsurance after deductible,Yes,Covered,No,"","","","","",No,No
2026,AK,38344,HIOS,2026-04-14,38344AK1060002,38344AK1060002-03,Preventive Care/Screening/Immunization,No Charge,"",No Charge,No Charge,"",60.00% Coinsurance after deductible,Yes,Covered,No,"","","","","",No,No
2026,AK,38344,HIOS,2026-04-14,38344AK1060002,38344AK1060002-03,Primary Care Visit to Treat an Injury or Illness,$25.00,"",Not Applicable,Not Applicable,"",60.00% Coinsurance after deductible,Yes,Covered,"","","","",The first two visits to a designated care provider (PCP) are subject to a $1 copay. Subsequent visits are subject to the PCP copay.,Additional EHB Benefit,No,No
2026,AK,38344,HIOS,2026-04-14,38344AK1060002,38344AK1060002-03,Private-Duty Nursing,"","","","","","","",Not Covered,"","","","","","","",""
2026,AK,38344,HIOS,2026-04-14,38344AK1060002,38344AK1060002-03,Prosthetic Devices,Not Applicable,"",Not Applicable,30.00% Coinsurance after deductible,"",60.00% Coinsurance after deductible,Yes,Covered,No,"","","","Benefit limited to initial purchase of prosthetic; does not cover replacement unless the existing device can't be repaired, or replacement is prescribed by a physician because of a change in your physical condition.","",No,No
2026,AK,38344,HIOS,2026-04-14,38344AK1060002,38344AK1060002-03,Radiation,Not Applicable,"",Not Applicable,30.00% Coinsurance after deductible,"",60.00% Coinsurance after deductible,Yes,Covered,"","","","","","",No,No
2026,AK,38344,HIOS,2026-04-14,38344AK1060002,38344AK1060002-03,Reconstructive Surgery,Not Applicable,"",Not Applicable,30.00% Coinsurance after deductible,"",60.00% Coinsurance after deductible,Yes,Covered,"","","","",Breast reconstruction allowed.,"",No,No
2026,AK,38344,HIOS,2026-04-14,38344AK1060002,38344AK1060002-03,Rehabilitative Occupational and Rehabilitative Physical Therapy,$60.00 Copay after deductible,"",Not Applicable,Not Applicable,"",60.00% Coinsurance after deductible,Yes,Covered,Yes,45.0,Visit(s) per Year,"","Visit limit for physical, speech, and occupational therapy services combined.","",No,No
2026,AK,38344,HIOS,2026-04-14,38344AK1060002,38344AK1060002-03,Rehabilitative Speech Therapy,$60.00 Copay after deductible,"",Not Applicable,Not Applicable,"",60.00% Coinsurance after deductible,Yes,Covered,Yes,45.0,Visit(s) per Year,"","Visit limit for physical, speech, and occupational therapy services combined.","",No,No
2026,AK,38344,HIOS,2026-04-14,38344AK1060002,38344AK1060002-03,Routine Dental Services (Adult),"","","","","","","",Not Covered,"","","","","","","",""
2026,AK,38344,HIOS,2026-04-14,38344AK1060002,38344AK1060002-03,Routine Eye Exam (Adult),"","","","","","","",Not Covered,"","","","","","","",""
2026,AK,38344,HIOS,2026-04-14,38344AK1060002,38344AK1060002-03,Routine Eye Exam for Children,$30.00,"",$30.00,Not Applicable,"",Not Applicable,Yes,Covered,Yes,1.0,Exam(s) per Year,"","Under age 19, 1 PCY; Over age 19 Not covered",Substantially Equal,No,Yes
2026,AK,38344,HIOS,2026-04-14,38344AK1060002,38344AK1060002-03,Routine Foot Care,Not Applicable,"",Not Applicable,30.00% Coinsurance after deductible,"",60.00% Coinsurance after deductible,Yes,Covered,No,"","","",Routine foot care when the member is a diabetic.,"",No,No
2026,AK,38344,HIOS,2026-04-14,38344AK1060002,38344AK1060002-03,Skilled Nursing Facility,Not Applicable,"",Not Applicable,30.00% Coinsurance after deductible,"",60.00% Coinsurance after deductible,Yes,Covered,Yes,60.0,Days per Year,"","","",No,No
2026,AK,38344,HIOS,2026-04-14,38344AK1060002,38344AK1060002-03,Specialist Visit,$60.00,"",Not Applicable,Not Applicable,"",60.00% Coinsurance after deductible,Yes,Covered,"","","","","","",No,No
2026,AK,38344,HIOS,2026-04-14,38344AK1060002,38344AK1060002-03,Specialty Drugs,Not Applicable,"",Not Applicable,40.00% Coinsurance after deductible,"",40.00% Coinsurance after deductible,Yes,Covered,Yes,30.0,Item(s) per Month,"",30 day supply Retail and Mail.,Substantially Equal,No,No
2026,AK,38344,HIOS,2026-04-14,38344AK1060002,38344AK1060002-03,Substance Abuse Disorder Inpatient Services,Not Applicable,"",Not Applicable,30.00% Coinsurance after deductible,"",60.00% Coinsurance after deductible,Yes,Covered,No,"","","","","",No,No
2026,AK,38344,HIOS,2026-04-14,38344AK1060002,38344AK1060002-03,Substance Abuse Disorder Outpatient Services,$60.00,"",Not Applicable,Not Applicable,"",60.00% Coinsurance after deductible,Yes,Covered,No,"","","","The cost sharing that displays applies to outpatient office visits only. All other outpatient services (Outpatient Facility Fee, Laboratory Outpatient and Professional Services, etc.) may be subject to additional cost sharing. Please refer to the plan policy documents for detailed information.","",No,No
2026,AK,38344,HIOS,2026-04-14,38344AK1060002,38344AK1060002-03,Transplant,Not Applicable,"",Not Applicable,30.00% Coinsurance after deductible,"",100.00%,Yes,Covered,Yes,75000.0,Dollars per Lifetime,"","Quantitave limit on Donor costs only. The types of solid organ transplants and bone marrow/stem cell reinfusion procedures that currently meet the plan's criteria for coverage are: Heart, Heart/double lung, single lung, Double lung, Liver, Kidney, Pancreas, Pancreas with kidney, Bone marrow (autologous and allogenic), Stem cell (autologous and allogeneic).",Substantially Equal,No,No
2026,AK,38344,HIOS,2026-04-14,38344AK1060002,38344AK1060002-03,Treatment for Temporomandibular Joint Disorders,Not Applicable,"",Not Applicable,30.00% Coinsurance after deductible,"",60.00% Coinsurance after deductible,Yes,Covered,"","","","","","",No,No
2026,AK,38344,HIOS,2026-04-14,38344AK1060002,38344AK1060002-03,Urgent Care Centers or Facilities,$60.00,"",Not Applicable,Not Applicable,"",60.00% Coinsurance after deductible,Yes,Covered,No,"","","","","",No,No
2026,AK,38344,HIOS,2026-04-14,38344AK1060002,38344AK1060002-03,Weight Loss Programs,"","","","","","","",Not Covered,"","","","","","","",""
2026,AK,38344,HIOS,2026-04-14,38344AK1060002,38344AK1060002-03,Well Baby Visits and Care,No Charge,"",Not Applicable,No Charge,"",60.00% Coinsurance after deductible,Yes,Covered,No,"","","","","",No,No
2026,AK,38344,HIOS,2026-04-14,38344AK1060002,38344AK1060002-03,X-rays and Diagnostic Imaging,Not Applicable,"",Not Applicable,30.00% Coinsurance after deductible,"",60.00% Coinsurance after deductible,Yes,Covered,No,"","","","","",No,No
2026,AK,38344,HIOS,2026-04-14,38344AK1060002,38344AK1060002-04,Abortion for Which Public Funding is Prohibited,Not Applicable,"",Not Applicable,30.00% Coinsurance after deductible,"",60.00% Coinsurance after deductible,"",Covered,No,"","","","",Additional EHB Benefit,No,No
2026,AK,38344,HIOS,2026-04-14,38344AK1060002,38344AK1060002-04,Accidental Dental,Not Applicable,"",Not Applicable,30.00% Coinsurance after deductible,"",60.00% Coinsurance after deductible,Yes,Covered,"","","","","","",No,No
2026,AK,38344,HIOS,2026-04-14,38344AK1060002,38344AK1060002-04,Acupuncture,$15.00,"",Not Applicable,Not Applicable,"",60.00% Coinsurance after deductible,Yes,Covered,Yes,12.0,Visit(s) per Year,"","Services must be medically necessary to relieve pain, induce surgical anesthesia, or to treat a covered illness, injury or condition.","",No,No
2026,AK,38344,HIOS,2026-04-14,38344AK1060002,38344AK1060002-04,Allergy Testing,Not Applicable,"",Not Applicable,30.00% Coinsurance after deductible,"",60.00% Coinsurance after deductible,Yes,Covered,"","","","","","",No,No
2026,AK,38344,HIOS,2026-04-14,38344AK1060002,38344AK1060002-04,Bariatric Surgery,"","","","","","","",Not Covered,"","","","","","","",""
2026,AK,38344,HIOS,2026-04-14,38344AK1060002,38344AK1060002-04,Basic Dental Care - Adult,"","","","","","","",Not Covered,"","","","","","","",""
2026,AK,38344,HIOS,2026-04-14,38344AK1060002,38344AK1060002-04,Basic Dental Care - Child,Not Applicable,"",Not Applicable,20.00% Coinsurance after deductible,"",40.00% Coinsurance after deductible,Yes,Covered,Yes,4.0,Procedure(s) per Year,"","",Substantially Equal,No,No
2026,AK,38344,HIOS,2026-04-14,38344AK1060002,38344AK1060002-04,Chemotherapy,Not Applicable,"",Not Applicable,30.00% Coinsurance after deductible,"",60.00% Coinsurance after deductible,Yes,Covered,"","","","","","",No,No
2026,AK,38344,HIOS,2026-04-14,38344AK1060002,38344AK1060002-04,Chiropractic Care,$15.00,"",Not Applicable,Not Applicable,"",60.00% Coinsurance after deductible,Yes,Covered,Yes,20.0,Visit(s) per Year,"","","",No,No
2026,AK,38344,HIOS,2026-04-14,38344AK1060002,38344AK1060002-04,Cosmetic Surgery,"","","","","","","",Not Covered,"","","","","","","",""
2026,AK,38344,HIOS,2026-04-14,38344AK1060002,38344AK1060002-04,Delivery and All Inpatient Services for Maternity Care,Not Applicable,"",Not Applicable,30.00% Coinsurance after deductible,"",60.00% Coinsurance after deductible,Yes,Covered,No,"","","","","",No,No
2026,AK,38344,HIOS,2026-04-14,38344AK1060002,38344AK1060002-04,Dental Check-Up for Children,Not Applicable,"",Not Applicable,10.00%,"",30.00% Coinsurance after deductible,Yes,Covered,Yes,1.0,Visit(s) per 6 Months,"","",Substantially Equal,No,No
2026,AK,38344,HIOS,2026-04-14,38344AK1060002,38344AK1060002-04,Diabetes Education,No Charge,"",No Charge,No Charge,"",No Charge,Yes,Covered,"","","","","","",No,No
2026,AK,38344,HIOS,2026-04-14,38344AK1060002,38344AK1060002-04,Dialysis,Not Applicable,"",Not Applicable,30.00% Coinsurance after deductible,"",60.00% Coinsurance after deductible,Yes,Covered,"","","","","","",No,No
2026,AK,38344,HIOS,2026-04-14,38344AK1060002,38344AK1060002-04,Durable Medical Equipment,Not Applicable,"",Not Applicable,30.00% Coinsurance after deductible,"",60.00% Coinsurance after deductible,Yes,Covered,No,"","","","","",No,No
2026,AK,38344,HIOS,2026-04-14,38344AK1060002,38344AK1060002-04,Emergency Room Services,Not Applicable,"",Not Applicable,30.00% Coinsurance after deductible,"",30.00% Coinsurance after deductible,Yes,Covered,No,"","","","","",No,Yes
2026,AK,38344,HIOS,2026-04-14,38344AK1060002,38344AK1060002-04,Emergency Transportation/Ambulance,Not Applicable,"",Not Applicable,30.00% Coinsurance after deductible,"",30.00% Coinsurance after deductible,Yes,Covered,No,"","","","Air and Ground transportation benefit is limited to medical emergency. Ambulance services is separate benefit, covers both medical emergency transport and non-emergent transport.","",No,Yes
2026,AK,38344,HIOS,2026-04-14,38344AK1060002,38344AK1060002-04,Eye Glasses for Children,No Charge,"",No Charge,No Charge,"",No Charge,Yes,Covered,Yes,1.0,Item(s) per Year,"",Under age 19; 1 pair of frames and lenses PCY includes polycarbonate lenses and scratch resistent coating; 12 month supply of contacts in lieu of glasses; Over age 19 Not covered,Substantially Equal,No,Yes
2026,AK,38344,HIOS,2026-04-14,38344AK1060002,38344AK1060002-04,Generic Drugs,$18.00,"",$18.00,Not Applicable,"",Not Applicable,Yes,Covered,Yes,90.0,Item(s) per Month,"",Up to 90 day supply Retail (copay times 3); 90 day supply for Mail order. This tier contains only Preferred Generic Drugs,Substantially Equal,No,No
2026,AK,38344,HIOS,2026-04-14,38344AK1060002,38344AK1060002-04,Habilitation Services,$55.00 Copay after deductible,"",Not Applicable,Not Applicable,"",60.00% Coinsurance after deductible,Yes,Covered,Yes,45.0,Visit(s) per Year,"","Habilitative services is only covered in the context of autism spectrum disorders services, including ABA, counseling and treatment programs necessary to develop, maintain, or restore the functioning of an individual.","",No,No
2026,AK,38344,HIOS,2026-04-14,38344AK1060002,38344AK1060002-04,Hearing Aids,Not Applicable,"",Not Applicable,20.00%,"",20.00%,Yes,Covered,Yes,1.0,Item(s) per 3 Years,"",1 per ear every 3 years.,"",No,No
2026,AK,38344,HIOS,2026-04-14,38344AK1060002,38344AK1060002-04,Hearing Exam,$55.00,"",$55.00,Not Applicable,"",Not Applicable,"",Covered,Yes,1.0,Exam(s) per Year,"","",Additional EHB Benefit,No,Yes
2026,AK,38344,HIOS,2026-04-14,38344AK1060002,38344AK1060002-04,Home Health Care Services,Not Applicable,"",Not Applicable,30.00% Coinsurance after deductible,"",60.00% Coinsurance after deductible,Yes,Covered,Yes,130.0,Visit(s) per Year,"","130 visits per member each calendar year applies to home visits of a home health care provider or one or more: registered nurse; a licensed practical nurse; a licensed physical therapist or occupational therapist; a certified respiratory therapist; a speech therapist certified by the American Speech, Language, and Hearing Association; a home health aide directly supervised by one of the above providers; and a person with a master's degree in social work.","",No,No
2026,AK,38344,HIOS,2026-04-14,38344AK1060002,38344AK1060002-04,Hospice Services,Not Applicable,"",Not Applicable,30.00% Coinsurance after deductible,"",60.00% Coinsurance after deductible,Yes,Covered,Yes,6.0,Months per Lifetime,"","Inpatient hospice care up to a maximum of 10 days. Respite care, up to a maximum of 240 hours, to relieve anyone who lives with and cares for the terminally ill member.","",No,No
2026,AK,38344,HIOS,2026-04-14,38344AK1060002,38344AK1060002-04,"Imaging (CT/PET Scans, MRIs)",Not Applicable,"",Not Applicable,30.00% Coinsurance after deductible,"",60.00% Coinsurance after deductible,Yes,Covered,No,"","","","","",No,No
2026,AK,38344,HIOS,2026-04-14,38344AK1060002,38344AK1060002-04,Infertility Treatment,"","","","","","","",Not Covered,"","","","","","","",""
2026,AK,38344,HIOS,2026-04-14,38344AK1060002,38344AK1060002-04,Infusion Therapy,Not Applicable,"",Not Applicable,30.00% Coinsurance after deductible,"",60.00% Coinsurance after deductible,Yes,Covered,No,"","","","","",No,No
2026,AK,38344,HIOS,2026-04-14,38344AK1060002,38344AK1060002-04,"Inpatient Hospital Services (e.g., Hospital Stay)",Not Applicable,"",Not Applicable,30.00% Coinsurance after deductible,"",60.00% Coinsurance after deductible,Yes,Covered,No,"","","","","",No,No
2026,AK,38344,HIOS,2026-04-14,38344AK1060002,38344AK1060002-04,Inpatient Physician and Surgical Services,Not Applicable,"",Not Applicable,30.00% Coinsurance after deductible,"",60.00% Coinsurance after deductible,Yes,Covered,No,"","","","","",No,No
2026,AK,38344,HIOS,2026-04-14,38344AK1060002,38344AK1060002-04,Laboratory Outpatient and Professional Services,Not Applicable,"",Not Applicable,30.00% Coinsurance after deductible,"",60.00% Coinsurance after deductible,Yes,Covered,No,"","","","","",No,No
2026,AK,38344,HIOS,2026-04-14,38344AK1060002,38344AK1060002-04,Long-Term/Custodial Nursing Home Care,"","","","","","","",Not Covered,"","","","","","","",""
2026,AK,38344,HIOS,2026-04-14,38344AK1060002,38344AK1060002-04,Major Dental Care - Adult,"","","","","","","",Not Covered,"","","","","","","",""
2026,AK,38344,HIOS,2026-04-14,38344AK1060002,38344AK1060002-04,Major Dental Care - Child,Not Applicable,"",Not Applicable,50.00% Coinsurance after deductible,"",50.00% Coinsurance after deductible,Yes,Covered,Yes,1.0,Procedure(s) per 3 Years,"","",Substantially Equal,No,No
2026,AK,38344,HIOS,2026-04-14,38344AK1060002,38344AK1060002-04,Massage Therapy,$55.00 Copay after deductible,"",Not Applicable,Not Applicable,"",60.00% Coinsurance after deductible,"",Covered,Yes,20.0,Visit(s) per Year,"","",Additional EHB Benefit,No,No
2026,AK,38344,HIOS,2026-04-14,38344AK1060002,38344AK1060002-04,Mental/Behavioral Health Inpatient Services,Not Applicable,"",Not Applicable,30.00% Coinsurance after deductible,"",60.00% Coinsurance after deductible,Yes,Covered,No,"","","","","",No,No
2026,AK,38344,HIOS,2026-04-14,38344AK1060002,38344AK1060002-04,Mental/Behavioral Health Outpatient Services,$55.00,"",Not Applicable,Not Applicable,"",60.00% Coinsurance after deductible,Yes,Covered,No,"","","","The cost sharing that displays applies to outpatient office visits only. All other outpatient services (Outpatient Facility Fee, Laboratory Outpatient and Professional Services, etc.) may be subject to additional cost sharing. Please refer to the plan policy documents for detailed information.","",No,No
2026,AK,38344,HIOS,2026-04-14,38344AK1060002,38344AK1060002-04,Non-Preferred Brand Drugs,Not Applicable,"",Not Applicable,50.00% Coinsurance after deductible,"",50.00% Coinsurance after deductible,Yes,Covered,Yes,90.0,Item(s) per Month,"",Up to 90 day supply Retail (copay times 3); 90 day supply for Mail order. This tier contains only non-preferred drugs.,Substantially Equal,No,No
2026,AK,38344,HIOS,2026-04-14,38344AK1060002,38344AK1060002-04,Nutritional Counseling,No Charge,"",Not Applicable,No Charge,"",60.00% Coinsurance after deductible,Yes,Covered,"","","","","","",No,No
2026,AK,38344,HIOS,2026-04-14,38344AK1060002,38344AK1060002-04,Orthodontia - Adult,"","","","","","","",Not Covered,"","","","","","","",""
2026,AK,38344,HIOS,2026-04-14,38344AK1060002,38344AK1060002-04,Orthodontia - Child,Not Applicable,"",Not Applicable,50.00% Coinsurance after deductible,"",50.00% Coinsurance after deductible,Yes,Covered,No,"","","",Unlimited if Medically Necessary Only,"",No,No
2026,AK,38344,HIOS,2026-04-14,38344AK1060002,38344AK1060002-04,"Other Practitioner Office Visit (Nurse, Physician Assistant)",$15.00,"",Not Applicable,Not Applicable,"",60.00% Coinsurance after deductible,Yes,Covered,"","","","","Covered only when the provider is licensed to practice where the care is provided, is providing a service within the scope of that license, is providing  a  service or supply for which benefits are specified in this plan, and when benefits would be payable if the services were provided by a physician.","",No,No
2026,AK,38344,HIOS,2026-04-14,38344AK1060002,38344AK1060002-04,"Outpatient Facility Fee (e.g., Ambulatory Surgery Center)",Not Applicable,"",Not Applicable,30.00% Coinsurance after deductible,"",60.00% Coinsurance after deductible,Yes,Covered,"","","","","","",No,No
2026,AK,38344,HIOS,2026-04-14,38344AK1060002,38344AK1060002-04,Outpatient Rehabilitation Services,$55.00 Copay after deductible,"",Not Applicable,Not Applicable,"",60.00% Coinsurance after deductible,Yes,Covered,Yes,45.0,Visit(s) per Year,"","A ""visit"" is a session of treatment for each type of therapy. Each type of therapy combined accrues toward the visit maximum. Multiple therapy sessions on the same day will be counted as 1 visit, unless provided by different health care providers.","",No,No
2026,AK,38344,HIOS,2026-04-14,38344AK1060002,38344AK1060002-04,Outpatient Surgery Physician/Surgical Services,Not Applicable,"",Not Applicable,30.00% Coinsurance after deductible,"",60.00% Coinsurance after deductible,Yes,Covered,"","","","","","",No,No
